Symbol	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
AP2A1	951	577	1445	2029	1018	1227	539	1047	706	1453	696
ZNF585A	455	173	52	134	317	308	293	618	466	169	341
FUT11	536	601	198	420	544	270	237	467	458	502	292
NXF4	0	0	0	0	0	0	0	3	0	0	0
SMIM10L2B	16	0	30	8	14	12	6	14	6	6	14
ANXA4	5597	3697	774	4318	4529	2216	3469	6507	6395	4488	3695
LAGE3	743	239	280	541	569	743	454	724	900	2008	757
GPRACR	0	0	2	0	0	0	0	0	0	0	0
WDR5B	1940	524	88	692	1749	1054	1547	2933	2251	1101	1460
FAM163B	0	0	0	0	0	0	0	0	0	0	0
NPIPB9	4	0	4	0	0	14	19	10	11	16	0
WDR45	2038	1456	1258	2168	1163	2335	1337	2128	2675	2263	1392
METTL9	9647	7432	5584	7646	5467	5258	3974	5562	5803	5410	4507
ZNF138	1347	575	177	331	477	440	828	1629	744	195	964
ZNF429	1503	415	733	1299	870	442	885	1272	948	699	1161
ZNF470	484	158	38	120	442	165	196	362	407	206	385
SERTAD1	1394	1718	3604	2253	1155	821	574	1016	1862	2818	670
ZNF100	855	520	545	765	310	327	473	792	339	98	322
EOLA2	1065	667	518	736	679	2606	1494	2793	1063	700	1512
OR51A6P	0	0	0	0	0	0	0	0	0	0	0
ZNF398	920	796	818	540	824	893	476	994	892	708	680
ZSCAN25	470	318	226	432	396	579	313	543	395	288	535
RBMY1A3P	0	0	0	0	0	0	0	0	0	0	0
ANXA6	722	365	723	1092	482	284	226	453	507	266	369
ZNF441	456	136	116	194	242	295	363	509	313	86	728
GMFB	3543	2815	813	2350	1896	1278	1812	3692	2245	1102	2409
SIGLEC15	46	16	24	54	16	65	45	32	11	7	19
ZNF420	500	257	38	198	666	295	375	522	664	413	436
ZNF763	249	99	58	100	260	218	205	474	293	177	236
ZMYM1	758	516	56	339	463	236	382	899	534	146	472
DTHD1	3312	1094	79	2804	4428	4409	4903	12974	6672	3716	6145
H4C3	7	20	8	4	8	10	2	0	0	10	6
ZSCAN26	851	252	98	327	635	425	541	979	830	256	687
MAFG	1421	1364	4635	3398	830	930	400	919	726	1127	507
OR2T32P	0	0	0	0	0	0	0	0	0	0	0
ARRDC1	1682	1527	1075	2768	1971	2722	1694	2819	2424	4211	1779
KIAA1671	4586	2098	854	2598	4784	3174	4530	8115	4742	3768	4194
KRT35	0	1	0	0	0	0	0	0	0	0	0
IGF2R	7520	7859	16090	15214	5169	4647	2150	4397	6362	4077	3124
ZNF300P1	557	116	54	188	1435	200	525	759	187	88	145
LCE1C	4	6	8	0	4	0	0	0	0	18	2
NPSR1-AS1	14	8	0	6	0	8	0	11	2	0	4
GOLGA6L16P	0	0	0	0	0	0	0	0	0	0	0
GAL3ST4	196	84	70	92	97	72	46	90	156	106	46
HRG-AS1	15	57	9	5	18	3	2	0	12	2	5
DYNC1H1	4905	3971	2433	4975	4755	5191	2978	5317	6818	4842	3769
SLC6A17	0	6	0	0	0	0	0	0	0	0	2
IFNL3	0	4	30	2	0	0	0	10	0	0	18
PCBP2	15730	8674	5082	9285	11876	9566	10353	18299	12309	10173	11919
ZGPAT	51	42	167	141	57	122	42	52	23	56	49
SLC25A29	2517	845	466	3132	2848	3476	2214	5138	5292	2603	3215
PGAP1	2144	981	109	905	1501	809	838	2361	1438	365	1990
SRC	1622	1119	1920	2657	1587	1131	564	1104	996	1214	856
ZNF679	0	0	0	0	0	0	0	0	2	0	0
ZNF682	657	397	34	255	335	464	358	1293	455	87	521
OR8B8	0	0	0	0	0	0	0	0	0	0	0
ZNF772	484	210	72	208	546	147	280	682	458	212	366
ZNF257	36	80	2	42	66	4	48	24	48	8	54
PCNX3	1513	1174	1625	2306	1146	2110	952	2144	1691	2415	1137
ADAM32	192	387	104	101	368	268	342	1221	515	210	561
ACSL5	4465	2367	2274	3767	3038	3759	4375	5990	5840	1621	4028
LRRC8B	3253	1706	438	1512	1845	2204	2532	5042	2348	1000	3079
ABCB8	843	566	616	988	705	1136	582	1329	1140	1374	667
H3C12	0	0	0	2	0	4	0	4	0	0	2
SND1	3586	2430	1673	3621	3016	3621	1491	2400	2564	2867	2299
OR4C4P	0	0	0	0	0	0	0	0	0	0	0
ZNF785	198	108	51	98	215	126	75	182	146	320	124
SULT1A2	3	2	1	17	3	9	12	15	11	1	5
NEK5	3353	832	68	2534	5286	3648	4777	11480	8073	6693	5632
PSMD12	6112	6472	2089	4138	2965	3100	4345	8316	4002	2552	4195
OR2B4P	0	0	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	0	0	0	0	0
LINC02291	0	0	0	2	0	0	0	0	0	0	0
ADGRA1	16	10	2	16	156	10	0	50	24	110	6
ATP6AP1-DT	841	164	112	659	896	1011	635	1144	2296	4725	748
PIWIL2	10	36	0	2	24	21	10	42	68	10	42
MIRLET7BHG	249	180	74	220	269	200	167	311	225	223	335
NOL4L	865	464	788	856	661	1506	576	1313	1017	835	539
SSX11P	0	0	0	0	0	0	0	0	0	0	0
CYSRT1	577	1631	2380	2428	403	694	213	638	547	888	324
SLC22A4	4657	1311	815	4245	3622	3603	4666	10742	8944	3508	6981
ZSCAN5B	2	4	0	6	12	0	0	7	4	16	2
TCEA1P1	0	0	0	0	0	0	0	0	0	0	0
ENTPD4	4721	2251	1872	3815	2506	2892	2858	5382	2317	1635	2627
C1D	2774	1382	594	1400	1163	752	1514	3596	1448	1185	1331
TBC1D9B	2553	1449	2188	2891	2167	2889	1830	2972	1885	2186	1983
OR1J2	0	0	0	0	0	0	0	0	0	0	0
H4C11	4	14	2	20	6	0	16	22	21	58	8
SLC2A7	0	0	0	0	4	0	0	8	0	0	0
FAM110D	0	2	0	0	3	6	0	2	0	0	2
SERPINA1	25915	9629	38417	70202	2948	5224	420	846	1374	6907	605
LINC00336	4	12	0	14	0	2	0	4	2	0	2
TPSB2	162	30	20	16	0	10	16	14	382	90	12
KANK2	788	470	248	528	546	542	545	919	532	679	240
EIF4BP6	4	8	6	6	10	5	6	2	6	44	8
C6orf141	101	212	4	43	78	22	0	34	33	15	15
GTF2E2	2464	2073	855	1408	2423	1491	1418	2852	2954	3111	1958
IL27	57	15	24	101	11	22	0	2	10	2	13
GUCA2A	0	18	0	0	0	0	0	0	0	0	0
RAD54B	315	145	3	97	232	93	136	234	281	144	139
ZNF165	698	1227	1315	518	563	377	504	1051	1047	715	501
SYNGAP1	443	181	58	836	858	666	432	1069	468	1605	465
RAMP2-AS1	7	2	0	0	9	2	5	5	10	3	5
FITM2	760	382	170	312	414	576	590	842	570	300	450
BLM	148	124	364	247	123	108	121	209	134	42	59
HMGA2-AS1	18	6	24	6	37	4	4	12	36	18	12
KRBOX5	737	440	255	399	522	522	601	1033	662	397	639
GATA3-AS1	0	0	0	0	0	0	0	0	4	0	0
OR10D3	0	20	0	0	0	0	0	0	0	0	0
DDI2	4591	2973	1212	2612	3366	2788	2956	6806	4486	1745	3399
SVIL	3128	2222	3152	4532	1969	1657	1301	1493	1348	1910	2105
TMEM132E-DT	0	0	0	0	0	0	0	0	0	0	0
TRIM33	5009	3637	4929	3721	2010	4014	5619	10384	3221	980	5301
LRP10	10676	8995	17915	24587	6054	8560	3736	6042	7552	7255	4377
PELI1	10627	5321	13898	28163	2478	6478	4476	11017	3381	1551	4573
ZNF655	6237	5473	2292	4137	3728	2927	3338	6760	4035	1760	3704
MRPL21	2040	1204	550	1056	1365	1689	1779	2376	1557	4261	2418
LYPD2	14608	7465	14190	15892	7610	19268	11381	16304	7526	72540	6076
UAP1L1	332	298	663	544	148	340	68	125	158	74	125
BNIP3P1	6	4	4	24	12	2	26	14	12	4	8
ZNF98	0	6	1	0	2	1	0	2	0	0	0
FBXL22	23	6	0	10	21	21	11	32	12	42	25
ZNF786	250	157	36	179	268	172	154	390	242	175	220
ZNF517	206	76	118	242	214	197	132	259	222	322	192
S100A7L2	0	0	0	0	0	0	0	0	0	0	0
ZNF675	767	691	263	310	361	248	303	801	232	99	386
SLC22A5	1668	586	129	846	1124	1189	1005	2174	1499	766	1017
DACT3	4	25	4	24	2	8	4	6	6	0	10
ADARB1	550	240	302	333	333	215	134	300	304	258	218
ZNF860	248	115	45	126	130	101	153	260	76	38	151
HTT	1417	906	1249	1913	1450	2718	1096	2382	1712	2449	1137
OR6N1	0	2	8	0	0	0	0	0	0	0	0
C5AR1	11267	7416	44597	45261	2345	3369	615	1791	1771	4518	727
DIO3	0	0	0	8	2	0	0	0	0	0	0
CYP2B6	1093	138	35	435	884	822	439	538	636	2045	1434
H3C4	0	0	0	0	0	0	0	0	2	0	0
DCHS2	14	51	2	13	24	31	30	16	64	4	84
VEPH1	42	52	0	28	45	68	129	150	134	125	100
FABP12	18	10	0	4	12	0	10	30	2	10	17
SHPK	355	368	248	305	189	534	402	754	356	349	308
GGT3P	61	6	0	0	37	3	12	9	7	0	6
OR51D1	0	2	0	0	0	0	0	0	0	0	0
IPP	402	197	110	361	368	281	332	523	454	437	350
OPALIN	4	2	12	0	2	0	0	0	0	0	4
OR13G1	0	0	0	0	0	0	0	0	0	0	0
MAP3K5	4244	2175	1740	3021	2826	1970	1374	2713	1373	605	2102
OGDHL	12	4	0	14	12	7	6	54	2	2	12
CYP2F1	3669	1833	300	4412	5016	13523	1707	8341	5495	26346	5368
GSTK1	11178	7406	5766	8121	6419	20385	7563	10927	12506	11607	8424
HNRNPAB	2753	2353	2196	2790	2179	3379	1499	2667	1937	4017	1687
OR2L5	0	0	0	0	0	0	0	0	0	0	0
STMN3	292	214	113	266	390	277	59	143	228	160	478
PDGFA	350	242	176	144	735	234	147	257	436	256	585
GYPE	4	0	0	0	2	2	4	2	2	0	0
COL13A1	0	10	8	22	5	7	4	4	10	0	2
OR7E85BP	2	0	0	0	0	0	0	0	0	0	0
SPN	128	28	90	111	38	50	53	60	186	34	34
ZNF695	2	11	6	5	0	10	2	15	0	12	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0
PCDHB11	64	40	18	4	52	100	48	74	40	30	50
ZNF628	99	84	164	224	84	162	40	104	82	288	109
GALP	0	0	0	0	0	0	0	0	0	0	0
SLC2A10	3332	1758	368	1982	2570	2521	2971	6135	3276	2146	4391
ZNF665	98	14	0	65	73	70	71	124	88	34	97
RPF2	1804	1784	541	902	1221	1266	1382	2215	1884	1815	1933
LINC00477	0	6	0	0	0	0	0	0	0	0	0
SLC28A3	3363	2636	286	1335	1421	3113	1717	4596	599	254	2671
FAM177B	733	544	105	985	372	320	499	572	231	1084	365
MIB2	693	253	231	1139	751	538	338	583	501	1097	982
OR6Y1	0	0	0	0	4	1	0	0	2	0	0
MYO5A	1205	1288	794	1430	816	712	741	1969	954	543	683
IRF1-AS1	692	260	158	538	274	668	368	767	1334	405	695
GZMM	54	4	14	53	20	20	2	34	150	12	28
ATG7	778	480	1752	1995	493	985	290	601	745	1178	467
PRAMENP	4	0	0	0	0	0	0	0	0	0	0
SIPA1L1	2906	1844	3884	5077	1816	3306	1906	4083	2649	2756	2082
IFT70A	1275	485	70	1094	3408	1424	1170	2520	2179	2187	1557
SSPOP	56	25	66	159	11	164	17	83	35	50	39
ELANE	2	12	24	12	0	2	0	0	0	0	0
RAB40C	862	501	632	1594	1068	1197	617	1160	1049	2675	961
PIGN	2332	852	197	708	1519	1198	1135	2002	1384	677	1459
COL4A6	1303	524	78	570	927	464	664	1145	515	95	927
ZNF624	323	148	46	172	148	136	224	338	225	68	271
ANKRD13C-DT	272	60	146	141	295	256	103	202	443	897	177
RPS17P2	2	2	0	0	4	2	2	0	0	14	8
HOXA4	0	0	1	2	1	0	0	0	2	0	0
TOPORS	1238	830	815	1167	703	302	620	1192	640	318	794
BCO2	1255	310	88	1077	1358	784	499	2026	2080	1517	583
GPX1P1	356	322	133	780	14	538	4	6	368	74	15
KCNMB2	59	12	0	25	41	24	96	242	247	119	157
ENTPD6	1317	827	848	2378	1220	1664	865	2263	1098	2139	1285
DMBX1	2	22	90	6	22	2	2	14	2	6	0
KLKP1	0	24	9	1	0	1	0	2	0	7	0
OR11L1	0	0	0	0	0	0	0	0	0	0	0
ENPP1	44	88	12	54	80	47	116	75	24	18	39
ATP11AUN	0	0	0	2	0	4	0	0	0	4	2
CCDC154	74	24	30	98	30	131	10	120	62	56	20
FAR1	8334	5345	2001	5224	4116	3987	4480	11600	4084	2266	4875
CPLANE1	2534	1097	92	1023	1288	2698	3005	5627	2620	854	2717
ZNF841	395	314	247	279	258	254	148	492	264	259	350
MFAP5	0	2	49	8	2	0	0	3	2	0	0
MYH6	4	2	2	1	22	16	0	10	24	8	2
VN1R5	0	0	0	0	0	0	0	0	0	0	1
ZNF615	550	184	122	130	435	216	256	484	300	142	364
EOLA1	767	453	374	575	552	1097	834	1452	802	737	1197
CDC42SE1	7516	4750	13510	12147	4134	3571	1629	3333	2350	2083	2353
UBE2Q2P12	0	0	0	0	0	0	0	0	0	0	0
MPEG1	931	357	1011	1789	204	522	202	462	899	365	447
SERPINB2	3682	8427	35738	10779	1383	132	288	1139	2682	1501	104
DPP4	162	32	10	108	82	12	0	218	68	73	84
SERPINB13	4431	6449	1399	2150	2524	1428	277	1997	861	136	1519
PDCD1LG2	117	68	26	227	45	28	14	56	101	8	98
ZNF433	549	574	340	340	525	572	508	1129	567	249	536
CCER1	0	0	0	0	0	0	0	0	0	0	0
DNAH10	964	205	50	1596	2177	2308	1607	3959	3346	4290	1953
SLC22A24	0	0	0	0	0	0	0	0	0	0	0
ZNF217-AS1	8	6	35	30	23	2	2	0	0	0	1
OR51C1P	0	0	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0	0
CBX3P7	0	0	0	0	0	0	0	0	0	0	0
SPTAN1	2673	2514	4179	4500	2736	4832	2194	4286	5221	5974	2490
NMB	412	647	259	344	343	612	273	541	470	727	428
PARVA	4146	1270	430	2654	4371	5935	3204	5506	5109	6449	5229
KLHL14	48	8	0	0	10	10	194	50	2	2	66
OR6C74	0	0	0	0	0	0	0	0	0	0	0
FAM114A1	3620	2170	1020	2894	2847	2511	2710	4595	3791	4021	2530
RPE	1864	812	281	715	1183	686	698	1335	1181	772	986
ZNF460	101	120	114	66	45	104	59	87	77	26	102
CR1L	63	15	2	31	52	52	52	100	67	81	68
PHF2	2216	1284	678	1529	1628	1314	1450	2811	1468	902	1885
RPS26	14013	6729	5997	5445	18599	8269	6784	13264	13613	17813	5192
C14orf178	6	0	0	11	6	10	6	11	12	11	0
PTMAP2	23	8	29	35	26	9	12	13	2	29	27
SCGB1D4	0	0	0	0	0	2	0	0	0	0	0
PSAP	25933	14689	78952	55585	12406	20252	8917	15907	15541	21616	11564
S100A10	5759	12563	11701	13455	6685	4773	2985	4130	7066	16519	2142
CFAP43	15203	3429	169	13887	17458	6558	16479	43357	28166	9929	19040
LHFPL5	36	12	106	223	15	35	16	15	16	16	10
RPL37A	47206	33775	12794	19927	39958	43310	24920	41893	39399	109456	43677
HOXC6	0	20	4	4	6	0	0	0	0	4	2
TXNRD3	575	318	92	200	453	496	493	687	680	359	535
CFD	3985	154	297	1095	1221	256	856	612	2215	2187	1508
STPG3	3	0	12	6	13	15	2	10	3	2	8
MAP1LC3C	0	0	0	2	0	3	4	2	0	0	2
MCMBP	3827	2224	1901	3449	2082	1687	1806	3965	2247	1446	2326
EME2	378	317	333	604	260	542	321	533	193	178	192
KLHDC1	494	101	8	122	238	147	445	911	294	59	512
ZNF81	507	382	163	336	542	331	298	569	373	138	416
TAF13	2086	2045	1152	1707	1031	577	934	1827	1219	1908	809
ZNF780A	1122	760	146	545	966	415	1213	916	1056	322	708
ATAD3A	839	645	318	1003	988	1599	794	1657	1538	2322	1079
OR5B17	0	0	0	0	0	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0	0	0	0	0	0
IGKV7-3	4	0	0	0	0	0	0	0	0	0	0
FAM118B	940	581	360	565	767	743	487	826	829	788	481
ZNF461	406	393	75	192	455	326	309	710	404	214	435
CCDC180	241	61	10	361	329	797	279	969	297	619	388
SLC9A8	2022	1283	3602	5418	1071	2920	986	2174	1524	1567	950
OCLN	890	767	406	464	331	238	402	686	518	291	237
CFAP299	1309	316	53	600	1380	1095	3333	4639	2230	1326	2935
H4C16	36	32	111	318	30	62	45	47	48	57	31
CYP2A13	2612	250	52	617	1097	8278	2129	4106	1215	4257	5944
ZNF181	1152	494	172	392	867	551	996	1625	849	333	1086
SLC22A20P	121	305	59	133	182	202	95	156	137	69	88
OR8G1	0	0	0	0	0	0	0	0	0	0	0
INKA2	610	374	1113	1181	356	402	125	242	219	439	169
ZNF44	772	654	387	530	649	918	648	1618	827	514	868
GPAA1	2117	1318	1498	2623	1760	2567	944	1726	1946	4414	1490
ADAMTSL2	0	2	0	4	2	0	0	0	0	2	0
SGTB	753	546	2470	1167	165	111	101	203	120	57	187
ZNF790	348	210	120	160	245	181	198	449	296	188	232
OR5M12P	0	0	0	0	0	0	0	0	0	0	0
PRB3	13	106	383	206	1	6	11	5	28	44	6
CYRIA	1016	280	2775	2144	237	486	229	412	215	212	205
MYO1C	1869	1660	1542	2823	1641	2189	1098	1790	1720	2798	1463
MDS2	6	14	0	2	18	24	24	83	18	20	10
OR7E13P	3	0	0	0	2	9	9	4	6	8	12
NKIRAS1	1260	853	485	622	1306	623	752	1835	1147	710	636
OR1S2	0	0	0	0	0	0	0	0	0	0	0
UGT2B17	0	6	4	0	44	7	8	84	2	6	37
MEIG1	503	52	1	303	754	272	335	1174	1417	1852	366
SLC22A12	0	0	0	0	0	0	0	0	0	0	0
KIF13B	925	740	1427	1573	782	1299	517	985	937	689	676
NRAP	20	8	8	14	13	27	8	32	29	12	25
ADH5	8366	4305	1779	3589	5483	4085	5599	9187	6195	3699	7688
SLC22A6	0	8	0	0	0	0	0	0	0	2	0
H2BC12	826	325	972	1022	367	306	108	234	168	624	94
TEAD4	58	162	48	154	130	74	8	50	68	129	18
SPG7	4143	3564	1597	3506	3270	10626	3850	10288	4925	3350	4317
HRNR	4	39	22	16	13	8	8	24	4	0	6
IFNA1	0	0	0	0	0	0	0	0	0	0	3
HES5	8	24	0	2	4	2	0	0	0	0	0
NBEAP2	6	8	0	20	23	15	3	30	16	0	24
ZNF677	655	216	34	161	514	260	361	801	341	234	489
ERO1A	7082	9577	11766	14004	7442	5139	2444	4457	3906	3727	2727
ZNF823	661	708	427	379	381	408	455	1002	639	192	580
CYYR1-AS1	8	26	0	10	3	3	0	4	0	0	10
ZNF311	308	70	20	54	159	150	146	314	316	47	312
ZNF347	574	158	88	235	494	228	372	617	405	220	444
OR5H2	0	0	0	0	0	0	0	0	0	0	0
PLCG2	2069	1068	1967	2960	1369	605	661	1429	652	420	719
FCHSD1	776	837	2031	1016	475	774	345	541	534	244	441
ZNF71	158	140	42	151	138	136	77	119	192	205	153
AADACL2	29	11	1	16	26	30	54	101	84	43	80
S100A6	154238	142319	43066	97284	93058	126356	147697	218448	195174	256781	128723
RPL12	35243	26374	10831	18634	29836	39907	17905	29663	32050	64937	41205
DNM3	128	64	20	44	100	73	65	188	102	54	97
ZNF121	3844	2845	608	1452	2522	2264	2208	4274	3133	1092	2984
MPZL1	2585	2281	2507	4112	2079	3396	1652	2970	2377	2193	1401
VPS13A	4862	2419	314	1685	3219	2654	2591	4806	3647	761	3349
MBP	4808	2673	9797	7073	3400	3363	2245	3791	4019	3331	3016
AKAP17A	3335	3049	2504	3502	1742	2043	1916	3799	2610	1911	1889
ELOVL2	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L9	2336	803	82	1260	1906	817	2144	4920	1656	420	1028
LEKR1	469	193	24	334	435	486	709	1731	989	530	803
C1orf122	1912	1454	1077	2177	1783	1799	1243	1778	1799	5244	1560
OR51A8P	0	0	0	0	2	0	0	0	0	0	0
SNHG12	1843	2872	729	1489	1108	1094	1171	2265	1682	1267	1069
ZNF734P	0	0	0	0	0	0	0	0	0	0	0
CLEC9A	22	7	37	125	0	8	4	12	0	3	0
KEL	48	5	10	14	17	36	4	20	23	16	22
NOL8	2690	1608	410	1147	2034	1348	1228	2606	2198	784	1917
IRAK4	1820	1104	1088	2102	1175	1078	980	1886	1352	1111	1346
ODAD3	679	201	42	1272	1768	725	820	2182	1658	4879	1329
DLGAP2	32	16	5	2	4	14	6	22	22	6	10
MRPL42	4742	2441	688	2135	3154	2295	3261	6076	3396	3060	3450
ENTPD7	1497	1175	438	1119	962	782	596	1368	849	640	620
FCGR1BP	465	128	653	852	32	286	11	33	127	26	32
SPANXA1	0	0	0	0	0	0	0	0	0	0	0
SAGE2P	0	0	0	0	0	0	0	0	0	0	0
ZNF335	903	959	1089	1176	617	1407	570	1358	759	794	573
ZNF560	0	10	10	2	10	0	4	0	0	0	2
TUBA3C	0	0	0	0	0	0	0	0	0	0	0
RPS4X	45823	28784	12749	22286	76492	77698	19977	55038	47661	102425	42261
ZNF273	4114	1639	104	3270	3232	2166	5347	12664	6216	2212	5638
ZNF84	4412	2092	287	1477	4161	1585	2578	6728	4921	1639	3959
MAK16	1167	949	230	605	731	722	715	1440	1050	523	1129
ZNF667	10	30	0	34	138	36	20	256	90	28	100
AVPR1B	0	0	0	0	0	0	0	0	0	0	0
SIRPA	5600	2722	20291	14788	1010	1662	246	604	496	502	520
DSCR8	2	0	0	0	0	0	0	0	0	4	2
GRK6	2003	1162	4680	4627	660	1566	421	708	731	1639	446
PRIM1	131	57	26	83	64	51	71	139	61	19	91
MARCHF5	3787	3422	2084	2814	1866	1580	1848	3594	2040	1133	2023
POTEH	0	8	0	0	0	0	0	0	0	0	0
NPIPB13	7	11	3	4	6	23	14	23	12	9	18
AKR1B10	7743	9726	1622	2040	1471	1395	1759	9124	1479	286	1258
SULT1C4	0	17	2	0	26	3	3	12	2	4	7
CYP2A7	26	12	4	6	1	49	8	55	33	313	29
ZBTB14	663	217	143	374	405	362	507	876	425	240	557
KRTAP9-9	0	0	0	0	0	0	0	0	0	0	0
CD2AP	6219	4152	954	3163	3014	2357	3933	8240	4353	1860	4587
NUP62CL	300	99	44	263	507	196	279	612	462	530	428
SFI1	972	414	293	1477	1118	1221	837	1901	1615	1954	1235
KRTAP4-6	6	6	0	2	0	0	0	0	0	0	0
TMPRSS11F	31	34	59	46	2	0	0	8	4	0	0
ZNF649	379	232	64	136	202	260	192	522	262	135	519
ADH4	12	52	4	0	0	40	17	12	7	0	31
OR2T6	0	0	0	0	0	0	0	0	0	0	0
ZNF248	1031	346	52	229	1271	473	421	842	933	414	617
CHSY3	72	46	0	16	18	12	16	24	16	6	40
TOR4A	662	682	1196	1180	552	768	388	548	412	466	368
LPAR1	995	587	244	715	824	382	607	967	582	722	839
MB	1259	306	190	1302	1947	2699	1739	2464	2659	9992	2153
OR2L3	0	0	0	0	2	0	0	0	0	0	2
DEFB107B	0	0	0	0	0	0	1	0	0	0	0
HIBCH	2569	1000	296	1006	2155	986	1358	1970	2554	2095	1497
ZNF544	1038	649	356	568	979	752	675	1432	1107	1433	1048
TMEM229B	706	148	130	421	680	1063	399	767	844	945	753
PTMAP9	4	3	3	5	3	2	2	4	0	8	1
SOWAHC	1764	2084	1512	2116	962	542	800	1940	930	544	1596
ZNF770	278	154	174	249	123	134	141	170	110	51	227
ZNF849P	0	0	0	0	0	0	0	1	0	0	0
ZNF876P	50	48	58	11	31	85	51	78	26	7	63
NPIPB6	51	69	9	53	36	329	141	309	187	177	77
HMGN5	1154	501	174	864	1230	521	2701	2842	1236	3424	1592
MIER1	3926	2947	1972	3231	1613	1414	1883	3356	1833	753	2272
MAN1A2	4514	2347	814	2440	3279	2656	3202	5121	3143	1501	3726
SVIP	2933	1114	489	1229	1396	2021	2577	3526	2123	1517	2324
ZNF251	874	540	216	590	663	1562	1144	1966	1077	333	1069
DDRGK1	1755	1227	1056	1792	1834	1744	1278	2285	1981	2788	1471
FAM47C	6	2	0	0	0	2	2	0	0	0	4
TFDP1	3610	2591	4325	3489	2623	2428	2115	4210	2208	2276	2649
CLEC4C	8	6	0	22	0	6	0	0	2	0	0
ZNF607	486	264	134	336	535	537	371	857	720	680	654
BPIFA1	130639	20922	4034	179182	88712	190410	15663	6813	48210	117021	3434
ZNF334	1199	464	72	541	1196	644	1026	2119	1559	287	1482
HSD17B11	7217	2176	1892	5683	2156	1934	3281	5140	4055	1846	3035
SZT2	429	340	557	920	357	871	254	813	404	703	341
SULT1C2	32	2	14	6	75	113	85	179	43	23	113
ZXDA	295	103	14	95	165	138	188	445	277	91	340
RPS6KL1	206	105	96	126	108	504	230	433	283	281	256
CACNA1E	195	134	110	365	22	82	6	37	9	2	0
OR51H2P	0	0	0	0	0	0	0	0	0	0	0
QRICH1	2270	1637	1545	2198	1643	2380	1511	2749	2108	2022	1635
AFDN-DT	46	54	32	31	51	80	38	86	113	106	53
CSF2RA	836	890	4900	2338	164	242	302	413	562	195	177
FKBP1C	34	32	26	30	30	24	16	12	32	24	12
DDX42	4823	3038	2634	3945	4231	7254	4316	8111	6245	4068	4801
GUSBP13	2	0	0	0	0	4	2	7	2	4	0
RPL23A	5002	4522	1761	3367	6420	5970	2971	5234	6883	13796	5628
SLC29A3	442	364	98	280	350	400	339	498	583	530	252
CYP2A7P2	10	0	0	20	12	18	1	11	18	60	7
STYX	1653	1096	345	922	954	933	1370	2701	1638	868	1383
UBL5	11204	6157	3398	7437	9119	8248	8698	12417	13340	20801	8780
OR5BB1P	0	0	0	0	0	0	0	0	0	0	0
HELZ	2747	1936	594	1696	1989	1553	1783	3700	1729	955	2040
TMEM116	5501	3187	412	1526	3547	2543	2767	5394	4486	1833	2882
KRTAP4-5	0	0	0	0	0	0	0	0	0	0	0
UCKL1	1251	803	290	962	997	1171	890	1823	1319	1241	1015
OR5B21	0	6	0	0	0	0	0	0	0	0	0
NUP210P1	0	0	0	0	0	0	0	0	0	0	0
CARD11	277	240	210	356	188	301	150	230	335	422	116
ZNF485	221	110	8	49	134	62	82	172	174	70	142
PEG3	0	0	0	2	0	0	0	0	0	0	0
SDAD1	2122	1254	457	1070	1260	1039	826	1818	1394	859	1172
BMS1P9	6	0	0	0	0	0	0	0	0	0	2
ZKSCAN8	732	348	180	445	754	1362	588	1102	831	442	752
PHETA1	277	274	387	482	336	697	220	354	272	792	228
TMEM239	0	4	0	0	0	0	0	0	0	0	0
HYLS1	891	398	28	266	812	809	976	2134	733	832	432
MYL4	0	0	6	0	4	6	0	2	0	4	2
ZNF442	192	81	32	55	133	102	116	232	217	66	184
ZNF813	330	164	67	183	314	208	222	394	318	161	286
HOXC4	2	4	0	7	0	2	12	4	4	58	0
DCAF12L2	0	0	0	0	0	0	0	0	0	4	0
PIM3	6158	4034	14343	18942	3019	4355	2339	5968	2054	5620	4051
GET3	2204	1329	1819	2322	1678	2212	1297	2307	2507	4453	2151
ASPH	10483	8722	7072	8330	4666	6646	6198	11499	4858	2118	5987
OR7A11P	0	0	0	0	0	0	0	0	0	0	0
SPRED2	957	753	555	685	830	495	431	816	440	426	752
WWP2	1294	918	2884	3484	968	1791	767	1629	1433	2583	861
GFPT1	9833	7082	1510	6251	5540	4983	8284	14658	6936	5853	6158
UVRAG	1282	653	1557	1152	667	1084	806	1699	835	444	999
KRTAP13-1	0	0	0	0	0	0	0	0	2	0	0
ZNF26	1504	978	182	901	973	1326	1298	2928	1774	579	2151
TMEM207	0	0	0	0	0	0	2	0	0	0	2
ITSN2	3846	3101	3123	3925	1018	1303	1716	3429	1740	885	1569
NTRK1	4	2	0	4	0	4	2	2	2	0	0
BZW1P2	57	57	76	46	14	13	8	26	6	12	13
OGA	17446	8293	8511	11231	11613	10940	8863	17359	15506	5022	12475
TATDN2P1	0	0	0	0	0	4	0	10	8	8	0
