Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0007766,Intracranial Aneurysm,,-2.2,2.6,3.1,30337,311,380,10,2.6,0.82,1003|2022|3339|5293|6573|7078|7799|9922|148641|100861552,CDH5|ENG|HSPG2|PIK3CD|SLC19A1|TIMP3|PRDM2|IQSEC1|SLC35F3|LINC00558,-0.38,MyList
DisGeNET,35,C0278488,Carcinoma breast stage IV,,-2.2,2.1,3,30337,573,380,15,3.9,1,1003|1487|2022|2034|3315|4773|5133|5209|5293|5578|7078|11332|26119|90427|406984,CDH5|CTBP1|ENG|EPAS1|HSPB1|NFATC2|PDCD1|PFKFB3|PIK3CD|PRKCA|TIMP3|ACOT7|LDLRAP1|BMF|MIR200B,-0.38,MyList
DisGeNET,35,C0032019,Pituitary Neoplasms,,-2.2,3.7,3.4,30337,131,380,6,1.6,0.64,2956|3689|5293|6886|7071|7078,MSH6|ITGB2|PIK3CD|TAL1|KLF10|TIMP3,-0.38,MyList
COVID,200,COVID135,Proteome_Stukalov_A549-ACE2_24h_Up,,-2.2,3.7,3.4,30337,131,380,6,1.6,0.64,218|1969|3315|5771|7171|10801,ALDH3A1|EPHA2|HSPB1|PTPN2|TPM4|SEPTIN9,-0.38,MyList
Cell Type Signatures,7,M39046,FAN EMBRYONIC CTX BRAIN EFFECTOR T CELL,,-2.2,3.7,3.4,30337,131,380,6,1.6,0.64,864|924|8519|9516|53637|81873,RUNX3|CD7|IFITM1|LITAF|S1PR5|ARPC5L,-0.38,MyList
DisGeNET,35,C0575081,Gait abnormality,,-2.2,2.6,3.1,30337,312,380,10,2.6,0.82,1298|2314|2956|3339|5395|9394|63976|65250|65998|84627,COL9A2|FLII|MSH6|HSPG2|PMS2|HS6ST1|PRDM16|CPLANE1|ZFTA|ZNF469,-0.38,MyList
Transcription Factor Targets,16,M13889,PPAR DR1 Q2,,-2.2,2.7,3.2,30337,264,380,9,2.4,0.78,639|1788|3200|3216|4035|11332|57584|63976|201191,PRDM1|DNMT3A|HOXA3|HOXB6|LRP1|ACOT7|ARHGAP21|PRDM16|SAMD14,-0.37,MyList
Transcription Factor Targets,16,M9426,PAX Q6,,-2.2,2.7,3.2,30337,264,380,9,2.4,0.78,639|3202|4772|5998|6586|6886|23030|55182|65244,PRDM1|HOXA5|NFATC1|RGS3|SLIT3|TAL1|KDM4B|RNF220|SPATS2,-0.37,MyList
DisGeNET,35,C0032181,Platelet Count measurement,,-2.2,2.7,3.2,30337,265,380,9,2.4,0.78,3090|4330|7171|8019|26119|57153|80305|161882|219654,HIC1|MN1|TPM4|BRD3|LDLRAP1|SLC44A2|TRABD|ZFPM1|ZCCHC24,-0.37,MyList
Transcription Factor Targets,16,M14960,POU3F2 02,,-2.2,2.7,3.2,30337,265,380,9,2.4,0.78,1523|3200|4784|5154|6595|7022|22859|26468|55229,CUX1|HOXA3|NFIX|PDGFA|SMARCA2|TFAP2C|ADGRL1|LHX6|PANK4,-0.37,MyList
DisGeNET,35,C1333990,Hereditary Nonpolyposis Colorectal Cancer,,-2.2,3.2,3.3,30337,174,380,7,1.8,0.69,1312|2022|2052|2956|5133|5293|5395,COMT|ENG|EPHX1|MSH6|PDCD1|PIK3CD|PMS2,-0.37,MyList
DisGeNET,35,C0026266,Mitral Valve Insufficiency,,-2.2,4.2,3.6,30337,94,380,5,1.3,0.58,1788|4053|8642|9469|26119,DNMT3A|LTBP2|DCHS1|CHST3|LDLRAP1,-0.36,MyList
DisGeNET,35,C0026848,Myopathy,,-2.2,2,2.9,30337,633,380,16,4.2,1,1298|2395|2548|3315|3339|5133|5578|5590|5725|7071|8291|9745|23353|51422|63976|84808,COL9A2|FXN|GAA|HSPB1|HSPG2|PDCD1|PRKCA|PRKCZ|PTBP1|KLF10|DYSF|ZNF536|SUN1|PRKAG2|PRDM16|PERM1,-0.36,MyList
DisGeNET,35,C4551683,Adrenal Gland Pheochromocytoma,,-2.2,2.3,3,30337,416,380,12,3.2,0.9,1312|2034|3090|5293|5595|7078|7434|7799|9902|10160|10603|57007,COMT|EPAS1|HIC1|PIK3CD|MAPK3|TIMP3|VIPR2|PRDM2|MRC2|FARP1|SH2B2|ACKR3,-0.36,MyList
Transcription Factor Targets,16,M13482,ZIC1 01,,-2.2,2.7,3.1,30337,266,380,9,2.4,0.78,4035|5023|6586|9828|10636|23254|23526|25862|92922,LRP1|P2RX1|SLIT3|ARHGEF17|RGS14|KAZN|ARHGAP45|USP49|CCDC102A,-0.36,MyList
Transcription Factor Targets,16,M19327,CDC5 01,,-2.2,2.7,3.1,30337,266,380,9,2.4,0.78,1523|3983|4330|5154|6382|6595|9314|79990|81873,CUX1|ABLIM1|MN1|PDGFA|SDC1|SMARCA2|KLF4|PLEKHH3|ARPC5L,-0.36,MyList
DisGeNET,35,C0013473,Eating Disorders,,-2.2,3.6,3.4,30337,133,380,6,1.6,0.64,886|1269|1312|1523|6886|11332,CCKAR|CNR2|COMT|CUX1|TAL1|ACOT7,-0.36,MyList
DisGeNET,35,C1112155,Hereditary non-polyposis colorectal cancer syndrome,,-2.2,7.7,4.2,30337,31,380,3,0.79,0.45,2052|2956|5395,EPHX1|MSH6|PMS2,-0.36,MyList
DisGeNET,35,C1832446,Sparse eyebrow,,-2.2,7.7,4.2,30337,31,380,3,0.79,0.45,4035|9469|54453,LRP1|CHST3|RIN2,-0.36,MyList
DisGeNET,35,C0040457,"Tooth, Supernumerary",,-2.2,7.7,4.2,30337,31,380,3,0.79,0.45,1855|3339|64359,DVL1|HSPG2|NXN,-0.36,MyList
DisGeNET,35,C0018800,Cardiomegaly,,-2.2,2.7,3.1,30337,267,380,9,2.4,0.78,2548|2621|5578|5581|5590|5595|8291|9469|51422,GAA|GAS6|PRKCA|PRKCE|PRKCZ|MAPK3|DYSF|CHST3|PRKAG2,-0.36,MyList
Transcription Factor Targets,16,M13332,HNF4 DR1 Q3,,-2.2,2.7,3.1,30337,267,380,9,2.4,0.78,639|3200|3202|3216|4035|8642|63976|153090|201191,PRDM1|HOXA3|HOXA5|HOXB6|LRP1|DCHS1|PRDM16|DAB2IP|SAMD14,-0.36,MyList
DisGeNET,35,C1292778,Chronic myeloproliferative disorder,,-2.2,2.4,3,30337,366,380,11,2.9,0.86,240|864|1788|2314|2672|3559|5048|5133|5209|5293|5595,ALOX5|RUNX3|DNMT3A|FLII|GFI1|IL2RA|PAFAH1B1|PDCD1|PFKFB3|PIK3CD|MAPK3,-0.36,MyList
DisGeNET,35,C0013384,Dyskinetic syndrome,,-2.2,2.5,3.1,30337,316,380,10,2.6,0.82,1312|1759|2956|5048|5395|5578|5595|9524|22904|54082,COMT|DNM1|MSH6|PAFAH1B1|PMS2|PRKCA|MAPK3|TECR|SBNO2|TSPEAR-AS1,-0.35,MyList
DisGeNET,35,C0043194,Wiskott-Aldrich Syndrome,,-2.2,4.2,3.5,30337,95,380,5,1.3,0.58,2672|3559|4772|4773|147179,GFI1|IL2RA|NFATC1|NFATC2|WIPF2,-0.35,MyList
Transcription Factor Targets,16,M40701,ZNF623 TARGET GENES,,-2.2,4.2,3.5,30337,95,380,5,1.3,0.58,2314|4782|11033|53637|105372955,FLII|NFIC|ADAP1|S1PR5|LINC02557,-0.35,MyList
DisGeNET,35,C1266043,Sarcomatoid Renal Cell Carcinoma,,-2.2,3.6,3.4,30337,134,380,6,1.6,0.64,240|2034|3315|5133|9745|79026,ALOX5|EPAS1|HSPB1|PDCD1|ZNF536|AHNAK,-0.35,MyList
DisGeNET,35,C3828530,Platelet Component Distribution Width Measurement,,-2.2,3.6,3.4,30337,134,380,6,1.6,0.64,1523|7171|8019|54453|57153|63976,CUX1|TPM4|BRD3|RIN2|SLC44A2|PRDM16,-0.35,MyList
DisGeNET,35,C0079773,"Lymphoma, T-Cell, Cutaneous",,-2.2,2.4,3,30337,367,380,11,2.9,0.86,864|1523|1788|3559|3689|4772|5293|5595|7161|54345|406984,RUNX3|CUX1|DNMT3A|IL2RA|ITGB2|NFATC1|PIK3CD|MAPK3|TP73|SOX18|MIR200B,-0.35,MyList
Cell Type Signatures,7,M39222,LAKE ADULT KIDNEY C3 PROXIMAL TUBULE EPITHELIAL CELLS S1 S2,,-2.2,2.9,3.2,30337,221,380,8,2.1,0.74,1523|3983|4774|10160|23051|23136|23327|51084,CUX1|ABLIM1|NFIA|FARP1|ZHX3|EPB41L3|NEDD4L|CRYL1,-0.35,MyList
Transcription Factor Targets,16,M6422,TTAYRTAA E4BP4 01,,-2.2,2.7,3.1,30337,268,380,9,2.4,0.78,218|7465|9825|22883|22997|26468|55684|79026|161502,ALDH3A1|WEE1|SPATA2|CLSTN1|IGSF9B|LHX6|RABL6|AHNAK|CFAP161,-0.35,MyList
DisGeNET,35,C0020255,Hydrocephalus,,-2.1,2.2,2.9,30337,473,380,13,3.4,0.93,1003|1269|1312|1952|4774|4784|5048|5293|5605|7161|9469|63976|65250,CDH5|CNR2|COMT|CELSR2|NFIA|NFIX|PAFAH1B1|PIK3CD|MAP2K2|TP73|CHST3|PRDM16|CPLANE1,-0.35,MyList
DisGeNET,35,C0345967,Malignant mesothelioma,,-2.1,2.3,3,30337,420,380,12,3.2,0.9,1523|1969|2052|3559|4053|5154|5293|5595|6382|6595|11187|51090,CUX1|EPHA2|EPHX1|IL2RA|LTBP2|PDGFA|PIK3CD|MAPK3|SDC1|SMARCA2|PKP3|PLLP,-0.35,MyList
Cell Type Signatures,7,M39245,LAKE ADULT KIDNEY C26 MESANGIAL CELLS,,-2.1,3.2,3.2,30337,177,380,7,1.8,0.69,2022|2034|3315|5578|7078|26960|79026,ENG|EPAS1|HSPB1|PRKCA|TIMP3|NBEA|AHNAK,-0.35,MyList
DisGeNET,35,C0024236,Lymphedema,,-2.1,5.2,3.7,30337,61,380,4,1.1,0.52,5605|8642|54345|85358,MAP2K2|DCHS1|SOX18|SHANK3,-0.34,MyList
DisGeNET,35,C0038271,Stereotyped Behavior,,-2.1,3.5,3.3,30337,135,380,6,1.6,0.64,1487|2314|9524|10815|63976|339983,CTBP1|FLII|TECR|CPLX1|PRDM16|NAT8L,-0.34,MyList
DisGeNET,35,C0162678,Neurofibromatoses,,-2.1,3.5,3.3,30337,135,380,6,1.6,0.64,2956|4774|4782|4784|5154|6595,MSH6|NFIA|NFIC|NFIX|PDGFA|SMARCA2,-0.34,MyList
DisGeNET,35,C0079293,Epidermolysis Bullosa Acquisita,,-2.1,7.5,4.1,30337,32,380,3,0.79,0.45,2314|5293|7078,FLII|PIK3CD|TIMP3,-0.34,MyList
DisGeNET,35,C0162871,"Aortic Aneurysm, Abdominal",,-2.1,2,2.9,30337,585,380,15,3.9,1,240|1788|2548|3339|3559|3689|4035|5154|5293|5595|7078|9314|9319|9536|153090,ALOX5|DNMT3A|GAA|HSPG2|IL2RA|ITGB2|LRP1|PDGFA|PIK3CD|MAPK3|TIMP3|KLF4|TRIP13|PTGES|DAB2IP,-0.33,MyList
DisGeNET,35,C0022602,Actinic keratosis,,-2.1,3.5,3.3,30337,136,380,6,1.6,0.64,1434|3632|5578|5595|6595|147138,CSE1L|INPP5A|PRKCA|MAPK3|SMARCA2|TMC8,-0.33,MyList
DisGeNET,35,C0155877,Allergic asthma,,-2.1,2.4,3,30337,371,380,11,2.9,0.86,240|3559|3665|5133|5293|6649|7071|9314|9825|65250|161882,ALOX5|IL2RA|IRF7|PDCD1|PIK3CD|SOD3|KLF10|KLF4|SPATA2|CPLANE1|ZFPM1,-0.33,MyList
DisGeNET,35,C0025990,Micrognathism,,-2.1,2,2.9,30337,586,380,15,3.9,1,1298|1305|1312|1487|1855|2314|3339|8642|9319|10815|23327|26053|64359|65250|83879,COL9A2|COL13A1|COMT|CTBP1|DVL1|FLII|HSPG2|DCHS1|TRIP13|CPLX1|NEDD4L|AUTS2|NXN|CPLANE1|CDCA7,-0.33,MyList
DisGeNET,35,C0278704,Malignant Childhood Neoplasm,,-2.1,3.1,3.2,30337,179,380,7,1.8,0.69,2034|2672|2956|5293|5395|5799|374569,EPAS1|GFI1|MSH6|PIK3CD|PMS2|PTPRN2|ASPG,-0.33,MyList
DisGeNET,35,C0080178,Spina Bifida,,-2.1,3.1,3.2,30337,179,380,7,1.8,0.69,1312|1855|5578|6573|9620|23498|51477,COMT|DVL1|PRKCA|SLC19A1|CELSR1|HAAO|ISYNA1,-0.33,MyList
DisGeNET,35,C4511452,Sporadic Parkinson disease,,-2.1,3.1,3.2,30337,179,380,7,1.8,0.69,1312|6595|7799|8224|23254|84069|150726,COMT|SMARCA2|PRDM2|SYN3|KAZN|PLEKHN1|FBXO41,-0.33,MyList
DisGeNET,35,C4082304,Oligodontia,,-2.1,5.2,3.7,30337,62,380,4,1.1,0.52,1855|6452|10804|26053,DVL1|SH3BP2|GJB6|AUTS2,-0.33,MyList
DisGeNET,35,C1839780,FRAGILE X TREMOR/ATAXIA SYNDROME,,-2.1,5.2,3.7,30337,62,380,4,1.1,0.52,2395|5725|23352|79058,FXN|PTBP1|UBR4|ASPSCR1,-0.33,MyList
DisGeNET,35,C0596240,Cancer Pain,,-2.1,5.2,3.7,30337,62,380,4,1.1,0.52,1269|1312|1788|5133,CNR2|COMT|DNMT3A|PDCD1,-0.33,MyList
DisGeNET,35,C0262985,Psoriasiform eczema,,-2.1,5.2,3.7,30337,62,380,4,1.1,0.52,2314|3689|5133|6382,FLII|ITGB2|PDCD1|SDC1,-0.33,MyList
DisGeNET,35,C0015300,Exophthalmos,,-2.1,2.8,3.1,30337,225,380,8,2.1,0.74,1434|1487|1855|4784|6452|10815|26053|64359,CSE1L|CTBP1|DVL1|NFIX|SH3BP2|CPLX1|AUTS2|NXN,-0.32,MyList
Transcription Factor Targets,16,M4155,E2F Q2,,-2.1,3.1,3.2,30337,180,380,7,1.8,0.69,1305|1952|2672|3142|6886|22883|63976,COL13A1|CELSR2|GFI1|HLX|TAL1|CLSTN1|PRDM16,-0.32,MyList
DisGeNET,35,C1176475,Ductal Carcinoma,,-2.1,2.6,3.1,30337,273,380,9,2.4,0.78,864|3090|5293|5590|6382|8553|9314|9922|56937,RUNX3|HIC1|PIK3CD|PRKCZ|SDC1|BHLHE40|KLF4|IQSEC1|PMEPA1,-0.32,MyList
DisGeNET,35,C0040053,Thrombosis,,-2.1,4.1,3.4,30337,98,380,5,1.3,0.58,2022|2621|5023|6573|9314,ENG|GAS6|P2RX1|SLC19A1|KLF4,-0.32,MyList
Cell Type Signatures,7,M41749,RUBENSTEIN SKELETAL MUSCLE NK CELLS,,-2.1,2.8,3.1,30337,226,380,8,2.1,0.74,832|924|3689|7171|9516|51411|81873|387882,CAPZB|CD7|ITGB2|TPM4|LITAF|BIN2|ARPC5L|C12orf75,-0.32,MyList
DisGeNET,35,C0235480,Paroxysmal atrial fibrillation,,-2.1,2.8,3.1,30337,226,380,8,2.1,0.74,2395|3339|3689|6586|23353|51422|54897|57666,FXN|HSPG2|ITGB2|SLIT3|SUN1|PRKAG2|CASZ1|FBRSL1,-0.32,MyList
DisGeNET,35,C0220620,Gastrointestinal Carcinoid Tumor,,-2.1,2.5,3,30337,323,380,10,2.6,0.82,639|864|2956|3090|5293|5595|6886|7078|11332|22883,PRDM1|RUNX3|MSH6|HIC1|PIK3CD|MAPK3|TAL1|TIMP3|ACOT7|CLSTN1,-0.32,MyList
Transcription Factor Targets,16,M11244,AREB6 01,,-2.1,2.6,3,30337,274,380,9,2.4,0.78,1788|2779|3216|22997|26960|55684|90427|130497|256364,DNMT3A|GNAT1|HOXB6|IGSF9B|NBEA|RABL6|BMF|OSR1|EML3,-0.32,MyList
Transcription Factor Targets,16,M8720,STAT5A 03,,-2.1,2.6,3,30337,274,380,9,2.4,0.78,1523|1969|3200|3216|3339|4035|5581|23327|161502,CUX1|EPHA2|HOXA3|HOXB6|HSPG2|LRP1|PRKCE|NEDD4L|CFAP161,-0.32,MyList
Cell Type Signatures,7,M40236,DESCARTES FETAL LIVER HEMATOPOIETIC STEM CELLS,,-2.1,7.3,4.1,30337,33,380,3,0.79,0.45,55182|57501|63976,RNF220|CFAP92|PRDM16,-0.32,MyList
Cell Type Signatures,7,M39273,DURANTE ADULT OLFACTORY NEUROEPITHELIUM RESPIRATORY HORIZONTAL BASAL CELLS,,-2.1,7.3,4.1,30337,33,380,3,0.79,0.45,218|1999|3315,ALDH3A1|ELF3|HSPB1,-0.32,MyList
DisGeNET,35,C0742468,Central nervous system lesion,,-2.1,7.3,4.1,30337,33,380,3,0.79,0.45,1269|1434|4155,CNR2|CSE1L|MBP,-0.32,MyList
Transcription Factor Targets,16,M11820,TTGCWCAAY CEBPB 02,,-2.1,5.1,3.6,30337,63,380,4,1.1,0.52,3202|5493|6586|90427,HOXA5|PPL|SLIT3|BMF,-0.32,MyList
DisGeNET,35,C0151611,Electroencephalogram abnormal,,-2.1,2.8,3.1,30337,227,380,8,2.1,0.74,435|1487|2314|3090|5048|5605|10815|63976,ASL|CTBP1|FLII|HIC1|PAFAH1B1|MAP2K2|CPLX1|PRDM16,-0.31,MyList
DisGeNET,35,C1527336,Sjogren's Syndrome,,-2.1,2.2,2.9,30337,481,380,13,3.4,0.93,639|1059|1609|3559|3689|5133|5293|5771|7434|9469|23526|83648|406984,PRDM1|CENPB|DGKQ|IL2RA|ITGB2|PDCD1|PIK3CD|PTPN2|VIPR2|CHST3|ARHGAP45|FAM167A|MIR200B,-0.31,MyList
DisGeNET,35,C0233794,Memory impairment,,-2.1,1.9,2.8,30337,763,380,18,4.7,1.1,240|1269|1312|1523|1788|2956|3689|4774|4782|4784|5293|5395|5578|5595|10815|57007|64506|84628,ALOX5|CNR2|COMT|CUX1|DNMT3A|MSH6|ITGB2|NFIA|NFIC|NFIX|PIK3CD|PMS2|PRKCA|MAPK3|CPLX1|ACKR3|CPEB1|NTNG2,-0.31,MyList
COVID,200,COVID207,Proteome_Li_Urine-mild-vs-healthy_Down,,-2.1,4,3.4,30337,99,380,5,1.3,0.58,2548|3339|4035|4053|6649,GAA|HSPG2|LRP1|LTBP2|SOD3,-0.31,MyList
DisGeNET,35,C0015644,Muscular fasciculation,,-2.1,4,3.4,30337,99,380,5,1.3,0.58,1434|3315|5909|10603|65250,CSE1L|HSPB1|RAP1GAP|SH2B2|CPLANE1,-0.31,MyList
DisGeNET,35,C1853242,Midface retrusion,,-2.1,2.8,3.1,30337,228,380,8,2.1,0.74,1855|2314|4784|8642|9469|10815|63976|64359,DVL1|FLII|NFIX|DCHS1|CHST3|CPLX1|PRDM16|NXN,-0.31,MyList
DisGeNET,35,C1849367,Nasal bridge wide,,-2.1,2.2,2.9,30337,429,380,12,3.2,0.9,1312|1487|1855|2314|3339|8642|10815|26053|54345|63976|64359|85358,COMT|CTBP1|DVL1|FLII|HSPG2|DCHS1|CPLX1|AUTS2|SOX18|PRDM16|NXN|SHANK3,-0.31,MyList
DisGeNET,35,C0023487,Acute Promyelocytic Leukemia,,-2.1,2,2.8,30337,650,380,16,4.2,1,115|240|1523|1788|3090|3339|3689|4298|5293|5578|5595|5909|7161|9469|9612|374569,ADCY9|ALOX5|CUX1|DNMT3A|HIC1|HSPG2|ITGB2|MLLT1|PIK3CD|PRKCA|MAPK3|RAP1GAP|TP73|CHST3|NCOR2|ASPG,-0.3,MyList
DisGeNET,35,C1368683,Epithelioma,,-2.1,2.4,3,30337,326,380,10,2.6,0.82,240|864|1999|3315|5154|5293|5753|6382|8140|9314,ALOX5|RUNX3|ELF3|HSPB1|PDGFA|PIK3CD|PTK6|SDC1|SLC7A5|KLF4,-0.3,MyList
DisGeNET,35,C0031090,Periodontal Diseases,,-2.1,2.4,3,30337,326,380,10,2.6,0.82,240|1523|3559|3689|4772|6452|6586|7078|23030|219699,ALOX5|CUX1|IL2RA|ITGB2|NFATC1|SH3BP2|SLIT3|TIMP3|KDM4B|UNC5B,-0.3,MyList
DisGeNET,35,C0545053,Advanced bone age,,-2.1,5,3.6,30337,64,380,4,1.1,0.52,4784|6595|9469|85358,NFIX|SMARCA2|CHST3|SHANK3,-0.3,MyList
DisGeNET,35,C0008487,Chordoma,,-2.1,3.4,3.2,30337,140,380,6,1.6,0.64,1523|1855|4330|5293|9319|11156,CUX1|DVL1|MN1|PIK3CD|TRIP13|PTP4A3,-0.3,MyList
DisGeNET,35,C0026640,Mouth Neoplasms,,-2.1,3.4,3.2,30337,140,380,6,1.6,0.64,3202|3315|6382|7161|8519|220064,HOXA5|HSPB1|SDC1|TP73|IFITM1|LTO1,-0.3,MyList
Cell Type Signatures,7,M40011,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,,-2.1,4,3.4,30337,100,380,5,1.3,0.58,218|23654|51090|57153|284422,ALDH3A1|PLXNB2|PLLP|SLC44A2|SMIM24,-0.3,MyList
DisGeNET,35,C0005745,Blepharoptosis,,-2.1,2,2.8,30337,595,380,15,3.9,1,1305|1312|1487|1759|1855|3339|5605|8642|9394|10801|10815|26053|64359|65250|85358,COL13A1|COMT|CTBP1|DNM1|DVL1|HSPG2|MAP2K2|DCHS1|HS6ST1|SEPTIN9|CPLX1|AUTS2|NXN|CPLANE1|SHANK3,-0.3,MyList
DisGeNET,35,C2675021,Narrow palpebral fissure,,-2.1,7,4,30337,34,380,3,0.79,0.45,1788|3339|6595,DNMT3A|HSPG2|SMARCA2,-0.3,MyList
DisGeNET,35,C0013581,Ectopia Lentis,,-2.1,7,4,30337,34,380,3,0.79,0.45,3339|4053|170691,HSPG2|LTBP2|ADAMTS17,-0.3,MyList
TRRUST,34,TRR00198,Regulated by: DNMT1,,-2.1,7,4,30337,34,380,3,0.79,0.45,864|7078|51343,RUNX3|TIMP3|FZR1,-0.3,MyList
DisGeNET,35,C0031106,Aggressive Periodontitis,,-2.1,3,3.1,30337,184,380,7,1.8,0.69,240|639|3315|3559|3689|5048|9963,ALOX5|PRDM1|HSPB1|IL2RA|ITGB2|PAFAH1B1|SLC23A1,-0.3,MyList
DisGeNET,35,C0524528,Pervasive Development Disorder,,-2.1,2.4,2.9,30337,328,380,10,2.6,0.82,1312|1523|4035|5048|5293|6573|6595|26053|80790|85358,COMT|CUX1|LRP1|PAFAH1B1|PIK3CD|SLC19A1|SMARCA2|AUTS2|CMIP|SHANK3,-0.29,MyList
DisGeNET,35,C1445957,Serum total cholesterol measurement,,-2.1,2.1,2.8,30337,486,380,13,3.4,0.93,1952|2621|3142|4035|5581|6573|10043|23051|23187|51422|54453|57666|101928784,CELSR2|GAS6|HLX|LRP1|PRKCE|SLC19A1|TOM1|ZHX3|PHLDB1|PRKAG2|RIN2|FBRSL1|RORA-AS1,-0.29,MyList
DisGeNET,35,C1868571,Highly arched eyebrow,,-2.1,3.4,3.2,30337,141,380,6,1.6,0.64,1487|6595|9469|10815|26053|65250,CTBP1|SMARCA2|CHST3|CPLX1|AUTS2|CPLANE1,-0.29,MyList
Cell Type Signatures,7,M39235,LAKE ADULT KIDNEY C16 COLLECTING SYSTEM PRINCIPAL CELLS CORTEX,,-2.1,3.4,3.2,30337,141,380,6,1.6,0.64,5578|6595|23254|26960|51422|114781,PRKCA|SMARCA2|KAZN|NBEA|PRKAG2|BTBD9,-0.29,MyList
DisGeNET,35,C0431128,Papillary craniopharyngioma,,-2,4.9,3.6,30337,65,380,4,1.1,0.52,1952|5133|9620|147179,CELSR2|PDCD1|CELSR1|WIPF2,-0.29,MyList
DisGeNET,35,C0162323,Polyarthritis,,-2,4.9,3.6,30337,65,380,4,1.1,0.52,240|3559|5133|5771,ALOX5|IL2RA|PDCD1|PTPN2,-0.29,MyList
DisGeNET,35,C1336735,Treatment related acute myeloid leukaemia,,-2,4.9,3.6,30337,65,380,4,1.1,0.52,1788|3142|6886|10801,DNMT3A|HLX|TAL1|SEPTIN9,-0.29,MyList
Cell Type Signatures,7,M41719,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,,-2,2.8,3,30337,231,380,8,2.1,0.74,2034|3187|3315|6649|7078|9516|11156|51477,EPAS1|HNRNPH1|HSPB1|SOD3|TIMP3|LITAF|PTP4A3|ISYNA1,-0.29,MyList
Cell Type Signatures,7,M39125,AIZARANI LIVER C24 EPCAM POS BILE DUCT CELLS 3,,-2,3,3.1,30337,185,380,7,1.8,0.69,1999|3315|3983|7171|7465|56937|57648,ELF3|HSPB1|ABLIM1|TPM4|WEE1|PMEPA1|NHSL3,-0.29,MyList
DisGeNET,35,C1266042,Chromophobe Renal Cell Carcinoma,,-2,3,3.1,30337,185,380,7,1.8,0.69,240|1999|2034|3315|6382|9745|79026,ALOX5|ELF3|EPAS1|HSPB1|SDC1|ZNF536|AHNAK,-0.29,MyList
DisGeNET,35,C1449563,"Cardiomyopathy, Familial Idiopathic",,-2,1.9,2.7,30337,772,380,18,4.7,1.1,864|1003|3559|4053|5133|5293|5581|5595|5725|6382|7078|9314|54345|54897|55620|57007|63976|406984,RUNX3|CDH5|IL2RA|LTBP2|PDCD1|PIK3CD|PRKCE|MAPK3|PTBP1|SDC1|TIMP3|KLF4|SOX18|CASZ1|STAP2|ACKR3|PRDM16|MIR200B,-0.28,MyList
Transcription Factor Targets,16,M8509,NMYC 01,,-2,2.6,3,30337,280,380,9,2.4,0.78,1788|5209|5581|7071|7465|8642|23352|130497|170691,DNMT3A|PFKFB3|PRKCE|KLF10|WEE1|DCHS1|UBR4|OSR1|ADAMTS17,-0.28,MyList
Cell Type Signatures,7,M41718,FAN OVARY CL16 LYMPHATIC ENDOTHELIAL CELL,,-2,2.8,3,30337,232,380,8,2.1,0.74,1003|1312|2022|3315|4774|7071|7078|9314,CDH5|COMT|ENG|HSPB1|NFIA|KLF10|TIMP3|KLF4,-0.28,MyList
Transcription Factor Targets,16,M14782,VDR Q3,,-2,2.8,3,30337,232,380,8,2.1,0.74,3200|4035|7078|8553|8642|22859|90427|116986,HOXA3|LRP1|TIMP3|BHLHE40|DCHS1|ADGRL1|BMF|AGAP2,-0.28,MyList
DisGeNET,35,C1301034,Pancreatic intraepithelial neoplasia,,-2,3,3.1,30337,186,380,7,1.8,0.69,240|1969|2034|3216|5293|9314|9536,ALOX5|EPHA2|EPAS1|HOXB6|PIK3CD|KLF4|PTGES,-0.28,MyList
Transcription Factor Targets,16,M3720,POU3F2 01,,-2,3.9,3.3,30337,102,380,5,1.3,0.58,1305|1523|3200|3216|342667,COL13A1|CUX1|HOXA3|HOXB6|STAC2,-0.28,MyList
DisGeNET,35,C0279592,Adult T Acute Lymphoblastic Leukemia,,-2,3.9,3.3,30337,102,380,5,1.3,0.58,924|1788|5293|6886|63976,CD7|DNMT3A|PIK3CD|TAL1|PRDM16,-0.28,MyList
Transcription Factor Targets,16,M822,YTATTTTNR MEF2 02,,-2,1.9,2.7,30337,715,380,17,4.5,1.1,639|1523|3142|3200|3202|3216|4774|4784|5154|6595|8553|9830|22997|26960|81873|84628|389337,PRDM1|CUX1|HLX|HOXA3|HOXA5|HOXB6|NFIA|NFIX|PDGFA|SMARCA2|BHLHE40|TRIM14|IGSF9B|NBEA|ARPC5L|NTNG2|ARHGEF37,-0.28,MyList
DisGeNET,35,C0014173,Endometrial Hyperplasia,,-2,3.3,3.2,30337,143,380,6,1.6,0.64,1312|1952|5595|9314|9469|9612,COMT|CELSR2|MAPK3|KLF4|CHST3|NCOR2,-0.28,MyList
Transcription Factor Targets,16,M18386,STAT5A 02,,-2,3.3,3.2,30337,143,380,6,1.6,0.64,3216|4773|6382|6886|9314|26468,HOXB6|NFATC2|SDC1|TAL1|KLF4|LHX6,-0.28,MyList
